"This is a nice diaper pail, especially since I can use my regular kitchen trash bags and am not required to purchase special refill bags which are quite expensive.",[]
"When looking for a diaper pail my husband and I wanted something easy to use, no expensive refill packs, and of course something that would hold in odor.",[]
We found all that in the Diaper Champ!,[]
We've been using ours for almost 8 mths now and love it.,[]
"Yes if you leave the pail open for long periods of time there might be an odor but this is easily fixable by placing an odor disc, like you put in vacum bags, in the current trashbag.",[]
You can get the discs most places you buy vaccum bags.,[]
This is a great prduct and I recommend it to all my mommy friends.,[]
"I purchased the ever popular diaper genie before I had my son, but was warned by several people that it was too small and difficult to use.",[]
"Then, I received the Diaper Champ at one of my showers.",[]
It's fantastic!,[]
It's twice the size of the genie and you can use ANY BAG--including the bags diapers come in.,[]
It's so simple to use and it has absolutely no smell.,[]
Our champ is placed between the baby's crib and the changing table!,[]
"When it's full, changing the bag is simple.",[]
I recommend this to all my expecting friends and am so glad I received it!,[]
Ok - newsflash.,[]
Diapers are just smelly.,[]
We've had this pail for 2.5 years now.,[]
It was our first and primary one.,[]
"There were no major smell problems until after one year, when our son started eating solids.",[]
"Also, we change the bag twice weekly as 3 days is about the max for smell-containment.",[]
Around 20-22 months we started shopping for a container that would be less smelly and didn't find one as good.,[]
(We have a cheaper one upstairs which broke immediately and always stunk!),[]
We finally just put the Diaper Champ in the attic a few months ago and use the cheap one with the flip-up lid - mainly since the cheapo fits inside the cabinet and we didn't notice a big difference in smell-control.,[]
(The most helpful action is to tie the dirty diapers inside a small plastic bag before putting them in the pail.,[]
)A couple of our friends have this pail and were pleased until the children started eating solid food and things got stinkier - but that's pretty much the consensus according to many reviews on the different pails.,[]
"I've knocked off a star since the mechanism isn't that intuitive (to grandmothers and babysitters, at least) and it frequently gets stuck when the bag starts getting full.",[]
"Plus there are some smell issues, as with any pail.",[]
"However, the fact that you can use regular trash bags is so much more convenient!",[]
I love this pail.,[]
In fact I purchased two.,[]
"I use one for all cloth items (diapers, soiled outfits...) and the other for disposable diapers and other trash.",[]
It uses your own garbage bags - I fill one with 2 gallons of water and borax and have never had a leak or a smell issue.,[]
My childs clothing - including cloth diapers - are virtually stain free.I highly recommend this item.,[]
I love this diaper pail.,[]
I think it works GREAT and it does conseal the odors.,[]
"Best yet, you can use any kind of tall kitchen bag, etc.",[]
"BUT... now our daughter is 14 months and we ""need"" to replace it.",[]
"I'm replacing it with the SAME, as it does work like a CHAMP.",[]
"Why... ya have to clean, scrub it down every now and then.",[]
"Inside the top is a FOAM seal, which eventually starts to deteriorate.",[]
I believe that is why we are now smelling diaper ordors.,[]
"But it worked wonderfully for over a year and I wouldn't want to test another pail, knowing this one will work for another year.",[]
A. Avins,[]
This is a good product to start and very easy to use.,[]
"But as baby gets older and begins solid foods, it is not effective as an odor controlling pail.",[]
It is simply a place to put dirty diapers.,[]
My daughter is now 10 months old and we had to remove the Diaper Champ from her nursery because it smells too bad.,[]
The ability to use the same bags I use in my kitchen and laundry room garbage cans is far and away a good enough reason to buy this unit over the genie.,[]
"Do they even sell their proprietary bags in the regular grocery store, or would I have to make a special trip to babiesRus to get refills?",[]
The answer to this question is not even worth thinking about - it's much easier to use the same bags.,[]
you couldn't ask for a better diaper pail.,[]
"one reason is, that you don't have to use certain bags inside the pail...can use a plain trash bag and second is that once you turn the handle over, you don't smell the dirty diapers.",[]
great product!,[]
This is a fantastic product.,[]
"It has a lot of room to store the dirty diapers, and yet there is little to no smell.",[]
"You know when it's full because the plunger won't go down all the way, and you can't return the handle to the other position.",[]
"When you take the garbage bag out, you can tell just how much smell you'd be in for with any other container.",[]
"I also like that you can use whatever garbage bags you want with this, instead of having to buy special ones.",[]
A good buy.,[]
"My husband and I selected the Diaper ""Champ"" mainly because you can use ordinary trash bags and not be roped into buying the specialty refill bags, and it was moderately priced (a little less than the Diaper Dekor).",[]
It also seemed that the reviews of this product were generally more positive...The positives are:1.,[]
You can use any trash bag2.,[]
Easy to use and refillThe negatives are:1.,[]
"The bag doesn't seal around the dirty diapers, so when it comes time to refill the bag, it's just like opening a regular trash can.",[]
Smells like the Champ is trying to knock YOU out with odor!2.,[]
"The plastic seems to smell, ie.",[]
"You put a dirty diaper in the hole, and flip the handle to dump the diaper into the champ.",[]
"That ""side"" of the plastic dumper-thingie is in contact with the air inside the dirty diaper changer, so when you flip it over the next time to dispose of another diaper, you smell the last 8 diapers you put in there...pretty gross.3.",[]
"The ""odor seal"" (some soft material) really seems to retain odor.",[]
"It cannot be washed or replaced, so after a while, the Diaper ""Champ"" smells even when freshly washed and deodorized (I'm talking about hosing down outside and scrubbing with Clorox cleanser!).",[]
Super-frustrating!,[]
"This is my primary complaint.Okay, so some things are a given as far as disposal systems go (ie.",[]
"*some* odor, must empty frequently, must wash and disinfect occasionally), but still I think this product leaves much to be desired.We're going to try another disposal system.",[]
This product is much easier to use than others.,[]
"I agree with other reviewers that this is a literally stinky product, the seal has a foam that absorbs odors.",[]
"Considering the high maintenace cost of other diaper disposal products, I figured out how to make this one stink-less.",[]
I also have a hard time believing that any diaper disposal is completely odor free without effort.,[]
"If you follow these simple steps, you will be happy:1.",[]
Put dirty diaper and wipes in a sandwich bag before disposal.2.,[]
Use scented garbage bags.3.,[]
"Once a day, wipe the plunger, sides and seal with Lysol or Clorox wipes, both sides.",[]
Get the wipe in there really good to be sure you are reaching the foam.,[]
(You'll know what I mean if you see it.)4.,[]
"When the gaskets get old, you can call the company and they will replace them.",[]
Stink free.,[]
"I was set on the diaper genie until some friends of ours, who have a baby who is 7 wks older than our little girl, told us about the diaper champ.",[]
"There are two things that are very appealing about this - 1.  you can use your own kitchen trash bags, or any other large bag (you don't have to buy special ones!)",[]
and 2.,[]
"It rarely smells at all.We have used this for the last 5 months, and empty it only once a week.",[]
"By the last day of the week, you might start to notice an odor, but that's only if there are several messy diapers in it.",[]
"Every time I change the bag, I spray Lysol down in it, just to kill any possible germs.",[]
I highly recommend this for every mom-to-be or new parent!,[]
It's easy to use and I am so glad our friends told us about it.,[]
"I originally had another pail and it broke after about 9 months of use, so I got this one.",[]
I love it!,[]
It is very easy to use and keeps the diapers away from little hands.,[]
It has a large capacity and cuts back on frequent trips to the trash can.,[]
I keep a stick on air freshner in the bottom and it helps with lingering smells.,[]
Also no expensive refills to buy!,[]
Great pail.,[]
"The first time I used this diaper pail was at [a store] in the ""family"" room and I absolutly loved it, so my husband and I went out and bought one (since the other one broke, understandibly from too much abuse).",[]
It keeps odor in and it is so easy to use.,[]
You just drop the diaper in and flip the handle.,[]
"There are no little breakable parts, so this pail can take lots of abuse (ours has).",[]
I have told all my freinds and family to stop using their other pails and buy this one.,[]
I would pay three times what they are asking to have this product!,[]
I own this original diaper champ and I couldn't have been more pleased with it.,[]
I got it when I had my first child and I will be using it again shortly with my second.,[]
We used the diaper champ until my daughter was potty trained (at 2.5 years) and never had a problem with it.,[]
Here are the highlights:1.,[]
No special bags to purchase.,[]
We used the GLAD ODOR SHIELD kitchen trash bags and the only time there was even a slight odor was when we changed the bags out.,[]
"I think my husband sprayed it with lysol and ""aired"" it out maybe every 6 months.2.",[]
No odor!,[]
See #1 comment.,[]
"Also, my sister-in-law had the diaper genie and every time you went near her son's room you wanted to clip a clothes pin on your nose!",[]
We kept our diaper champ in the bathroom next to the changing table (which usually smaller rooms hold smells longer and stronger) and no one could ever tell we stored dirty diapers in there.3.,[]
My husband loved it!,[]
"I think he mainly liked the ""thunk"" of the plunger every time he put a diaper in, but hey-anything that makes changing a diaper more fun for a guy is a good thing!",[]
:-)4.,[]
Easy to change.,[]
When we first got the diaper champ the latch to open and close it to change out the bag was a bit stiff and took some work to open.,[]
But within a few weeks it was easy to open but still firm enough to hold it closed securely.My final word:  I'm getting everythig ready for my next baby and just pulled the diaper champ out of storage (haven't used it for 2 years).,[]
I opened it expecting some kind of offensive odor and was pleasantly surprised when I couldn't really smell anything.,[]
"There was a trace of that ""plastic disposable diapers once lived here"" but you needed to literally put your nose right in it to smell that.",[]
"Overall, this is an excellent product and a great price too!",[]
Excellent diaper disposal unit.,[]
I used it in conjunction with Glad 3ply kitchen trash bags with odor control (scented).,[]
I am soooo pleased with this product!!!,[]
A wise investment for the pocketbook & for the nose!!,[]
!,[]
We love our diaper champ.,[]
It is very easy to use just drop the diaper in and flip the top over.,[]
No need to stick your hand inside.,[]
"No hint of an odor, even when you are putting another dipaer in.",[]
"When it gets full, just put in a new trash bags.",[]
The best feature of all is that even the most curious little ones can't get into the diapers.,[]
"Before we found the diaper champ, we had another diaper pail and our son learned to open it and pull the diapers out.",[]
That is no longer a problem!,[]
!,[]
"We first had the Diaper Genie, but the proprietary bags make it lame and cost prohibitive.",[]
"With the champ you can line the bottom of the entire thing with costco's kirkland kitchen bags, then with each changing throw the stuff in a small produce or plastic grocery bag, then throw it in the champ and your good to go.",[]
It just works and zero I mean zero smell!,[]
"This is a good concept, easy to use, no special bags etc.",[]
"BUT, when the diapers get bigger they get stuck very easily and very few fit even though this thing is much bigger than the diaper genie.",[]
"ALso, watch out for the smell.",[]
I feel like the plastic has permanenely absorbed the poop odor and no amount of cleaning or bleaching can get it out.,[]
I'm expecting another baby and don't plan on using it.,[]
Turned out to be a total stink bomb.,[]
Read my new review.,[]
It absolutely reeks after 16 months.,[]
Amazon will not let me alter the star rating or it would be only one starDo NOT BUY THIS PIECE OF JUNK.,[]
It WILL STINK TERRIBLY in a little over a year because they put a foam and cloth gasket (porous) to keep the stink in.,[]
Not a good design.,[]
"[for laughs, I will leave the old review here]We originally got the diaper champ because it was a locking container that could accomodate cloth diapers.",[]
"We didn't end up cloth diapering after all, but feel fortunate to have gotten the champ.Reasons we love the champ:*1) Cost- no specialized (expensive) bags.",[]
This takes any mid-sized household trash bag.,[]
*2) Effectively controls odors.,[]
"We've put some really eye-watering, throat gagging diapers into this contraption and the smell doesn't sneak out- even over time.",[]
"However, sometimes you have to brace yourself before opening the cover and tying off the bag.",[]
That smell can bowl you over.,[]
*3) Easy enough for visitors to use- too difficult for them to play with.,[]
"Many of the ""grown-ups"" in my world can't help but tinker with whatever new items are placed before them.",[]
I'm thrilled they can't figure out how to open the DC.,[]
"As it emits a powerful odor when the lid is opened, I'm happy they can't figure it out.",[]
"I think this lid will confound any toddler, but it's really simple for parents once you get the concept down.I just wish it could empty its own ""payload.""",[]
I'll definitely be first in line for the Diaper Champ robot.,[]
Two girlfriends and two family members put me onto this diaper pail.,[]
"They each had tried the Diaper Genie and had horrible results with eventual smells, and costliness of buying proprietary DG cartridges.",[]
