I am so upset.,[]
as an owner of 11 cup Cuisinart I just wanted something smaller and saw this by accident less than a month ago-28 days ago to be exact at my local Ross store.,[]
i got so excited that bought it right away.,[]
"As my other Cuisinart was a real workhorse, and because of my confidence in this brand I did not keep the original box or the receipt.I was disappointed from the get-go:it was struggling to chop half an onion into uniform pieces.",[]
the same goes to tomatoes.so Yesterday I tried to make hummus using a can of garbanzo beans and the moment I turned it on in less than a minute I smelled the funky smell and panicked and turned the unit off.,[]
"when i tried to start it again it would not start-my little machine has died on me.I called cuisinart right now and tried to explain them what happened, they said they can do nothing, without the damn receipt or the serial number.",[]
THERE IS NO DAMN SERIAL NUMBER UNDER THE UNIT AS I WAS TOLD!!!!,[]
"CUISINART, I WAS YOUR LOYAL CUSTOMER FOR YEARS AND YEARS.",[]
I ALWAYS TELL PEOPLE THAT YOU WERE BETTER 100 TIMES THAN KITCHENAID.,[]
"WELL, MAYBE I WAS DAMN WRONG.",[]
We bought it to make baby food with.,[]
It's the perfect size for that!,[]
An excellent little workhorse.,[]
"I am cooking for two, and it handles all my small needs quickly and efficiently: garlic mincing, parmesan grating, herb chopping, pesto making, and more.",[]
It speeds up my prep time considerably and takes a lot of the hassle out of using small amounts of various items.,[]
I couldn't be happier with it.,[]
Never expected it to be so difficult to find a high quality mini processor for everyday use.,[]
The Cuisinart looks good but that's it.,[]
"As Janet D. said, it purees some of the food while leaving some large chunks - in the same batch!",[]
I am returning the Cuisinart tomorrow.,[]
Can't chop anything well.,[]
"[Tried onions, tomatoes, celery, olives, nuts, and many other items.]",[]
"Tried 2, 4, and 8-oz loads.",[]
"Tried 1/8, 1/4, 1/2 cup loads.All you get is half mush and the other half ""as is"".I think it could ""mix"" 1/4 cup of cooked rice with a 1/2 cup of water ... but who needs that?This will be the last Cuisinart product I'll buy; their griddler, blender, and ice cream maker are poorly engineered too ... and I long ago stopped using them.","[('cup', 0.17884978440149207)]"
"I already have one of these I had purchased a year ago on Amazon, and, I absolutely love it.",[]
"It does a great job chopping onions, pecans, tomatoes, cilantro, etc.",[]
"I ordered this one for my daughter, and, she loves it.",[]
I use this mini a lot more than I use my food processor.,[]
"The size works great, especially when baking!",[]
I highly recommend!,[]
I just threw this away after having it for two years.,[]
"I think I used it 5-6 times, and nearly every time, it either made the veggies into pulp or got stuck and wouldn't chop.",[]
"It's too small for most jobs, but won't work with tiny quantities of herbs, either.",[]
"The last time I tried to use it, it just stopped spinning.",[]
"i am using this since 3 months.bcoz its mini processor its eazy to use,and fast and powerful machine,only problem is the blade,bcoz its 2 in 1,same blade does chopping and grinding so removing the blade is kind of tricky,if accidently ur fingers slips there r chances of cutting fingers.v need to b very careful while removing its blade,thats the reason i am giving this processor 4 star.","[('blade', 0.16014652357787634)]"
and the otherthing is other day the cover(lid) slip out of my hand on my kichen tiles and got broke.i was heartbroken bcoz i cannot use it with out its cover untill i find it other new cover.overall it gives good service but need to be carefull while using it.,[]
This size is only really good for coffee beans or spices.,[]
I neede something more utilitarian so I purchased a larger size.,[]
"I needed a replacement for my broken ""Cuisinart DLC-1SS Mini-Prep Processor, Brushed Stainless Steel"" since we use it for the baby to mix and blend foods.",[]
"The seller had send this item fast and with no problems, for which I am very thankful.",[]
"I will definitely buy from this seller again in the future.This is a great and indespensible item for all who have babies, by the way.Thank you.",[]
"I was very disappointed when I opended the box, and found only one Mini-Prep Processor instead of ordered two.",[]
"I wrote about problem twice, but Amazon still  stays in silence.",[]
"Moreother, Mini-Prep is too small and too noisy during work.It is like a bad toy.",[]
It is really flimsy piece of junk.,[]
So I am stuck with another unusable purchase ordered online.,[]
Was a little skeptical of how this would hold up.,[]
Very impressed.,[]
It gets much more use than the larger cuisinart.,[]
I had an older model (20+ years older).,[]
"The plastic attachment for the blade broke, so I decided to get a new Mini-Prep and replace the old one.Even using it at its highest speed, this one is so grossly underpowered that it can't even make a simple mayonnaise.Too bad, because it looks really cool.",[]
This machine had a lot of power and for it's size and it's appearence isn't &quot;dinky&quot; or &quot;cheap&quot; just because it's small.,[]
The 2 different setting are helpful.,[]
Just be careful not to over grind as it is easy to do.,[]
I bought this in preperation for having gastric bypass because I didn't want something huge on my counter when I would only be pureeing maybe 3 oz of food at a time.,[]
"Well, I tested it when I took it out of the box and it turned on and worked but 3 months later when I actually went to use it...nada.",[]
Completely dead and I hadn't ever even put food into it.,[]
I no longer have the box or receipt so I don't know if I can return it.,[]
"I may just junk it after reading these reviews and buy something better, despite the size.",[]
I was sick of using a blender for all my pureering and grinding tasks.,[]
I missed the 'Sumeet Mixie' that used to be a norm in every Indian house back then :-( I had to do a lot of research to find its counterpart.,[]
"I think this is even better as is takes lesser space and is small yet sufficient for my kind of cooking (involving pureeing onions, tomatoes, making ginger garlic pastes, coconut chutneys!)",[]
