0,Fine,0,0.145167455
1,I like my nook a lot.,0,0.002101895
2,very easy to read.,0,0.001701529
3,Text has good contrast.,0,0.004156352
4,Would recommend.,1,0.956415653
5,"My wife loves it, and the screen is so crisp.",0,2.60E-04
6,I might just have to get one for myself.,0,0.002495536
7,"Product arrived sooner than shipping estimate, which was a wonderful surprise.",0,3.05E-04
8,"We bought this to replace one that my husband short-circuited, and it's already up and running.",0,2.29E-04
9,We like the small size.. easier to tote around than the larger ones.,0,2.06E-04
10,"Had thought about upgrading, but why mess with success.",0,0.356124341
11,"It's a shame B&N isn't carrying them anymore, bigger is not necessarily better in our opinion.",0,0.009208675
12,I just got this device yesterday for Christmas and I love it!,0,2.11E-04
13,The only downfall is that I cannot connect directly to Overdrive to borrow books from the library.,0,2.19E-04
14,I have to download the books from the library on the computer and then transfer them to the nook.,0,0.03592623
15,"I know ereaders have been reviewed to death, so I will make my review short and sweet.",0,9.82E-05
16,I was considering the Kindle with Special Offers (cheapest version) but found a super deal on a Nook Simple Touch.,0,0.018276636
17,"I am glad I decided to go with B&N's ereader for the following reasons: nice matte screen; smooth, comfortable, curved ergonomic shape; epub support; longer battery life; touch AND button operation.",0,1.24E-04
18,The main downside for me is the lack of free books/special offers that Amazon does for the Kindle.,0,1.21E-04
19,B&N just doesn't have as many good deals or as often.,0,0.066329397
20,"Aside from that, highly recommend!",1,0.996286392
21,"I found tablets and phones lack the battery life and quiet simplicity of this type of specialised product.Forget checking email, listening to audio or constant distractions.",0,0.002879816
22,This ereader is purely a reading machine.,0,0.002313856
23,"The text is clearer than a laser printed page and the capacity of 32GB micro SD card means accessibility to 10,000's of books.As with my Samsung table I found PDF viewings unsatisfactory and even maps in epubs were a disappointment.Another issue is that, without a US credit card billing address, B&N; will not let you use your account so I have had to store by own epubs in the machine and find them elsewhere.The unit is easy to operate and had a claimed battery life of up to two months.",0,5.37E-05
24,It is easily charged from a micro USB connection and files can easily be copied from a PC.The crystal clear text and easy touch or button navigation make reading a pleasure.,1,0.944382489
25,There is only a minuscule delay when turning pages.,0,0.001709248
26,All in all I am delighted by the unit which is good value for something that holds practically my entire library.,0,1.33E-04
27,"Book did not work right........wanted to return it, and was not able because i opened it!",0,4.07E-05
28,How stupid......how do you know something does not work unless you try it!,0,0.007330002
29,"I was pretty doubtful about whether an ebook reader was worth it, but this nook surpassed my expectations.",0,6.32E-04
30,"I love the simplicity, and the small size makes it perfect for travelling.",0,2.30E-04
31,"The material its made of makes it stay in your hand well, and the features it has is just right for me - not to fancy, but not lacking either.",0,0.049210578
32,"My only complaint is the fact that you can't use the dictionary on pdf books, but I remedied that easily by using software on my computer to convert my pdfs into epub before putting them on the nook.",0,0.04470538
33,"All in all, this is the best purchase I've made in a while - definitely worth it!",0,5.26E-04
34,This Nook came extremely fast - I was so excited.,0,7.96E-05
35,"I demolished my first Nook, so I was ready to reload all the wonderful novels and start reading.",0,1.22E-04
36,Thanks for the great customer service!,0,0.004161519
37,"My nook froze within a few days, as the user guide is ON THE NOOK I had to go to the internet to find info on what to do.",0,1.30E-04
