0, symphysiotomy victimsxe2x80x99 files to be shredded ,1
1, 10 famous poems you should read worldpoetryday ,0
2, the toronto star reports driving irelandxe2x80x99s wild atlantic way is a rewarding test of your nerves ,0
3, a discovery by an archaeologist based at it sligo is set to rewrite the history of human occupation in irelandn,0
4,defiant bosnian serbs honour karadzic before hague genocide verdict ,0
5,  sligo's megalithic cairns .sligo has some of the best in eire xe2x80xa6 outdoorsligo fitchat ,0
6, barack obama arrives in cuba for the first visit by a us president since the communist revolution in 1959 ,0
7, new york magazine awarded ireland's west coast the 'best culinary road trip httpsxe2x80xa6,0
8, liminal  irish design at the threshold opening 8 april. ,0
9, norway will spend almost 1 billion on new bike highways ,0
10, fun with lego at beltra market on saturday ,0
11, michelle obama wonxe2x80x99t run for president but will xe2x80x9cgo into my 60s blazingxe2x80x9d ,0
12, the helen shaw athenam daily is out stories via ,0
13,"ohio, florida could pave way to us presidential nomination for trump ",0
14, tonight  a war between two rival factions that has seen bloodshed from the streets of dublin to the costa del sol. spxe2x80xa6,0
15, the choir singing their hearts out during the ireland1916 proclamation day commemorations on campus. ,0
16," the endurance expedition set sail on august 8th 1914. nearly 5 months later, it ran in to packed ice shackleton httpsxe2x80xa6",0
17, 1 day left to sign up for the amazing nnjoin us. xc2xa3100 off quote xe2x80x98rcminixe2x80x99  https/xe2x80xa6,0
18, join in commemorating the women of 1916 on 17th for a special stpatricksday in leitrim https/xe2x80xa6,1
19, need a housing expert in the senate now more than ever,1
20, tomorrow i kick off the social media for the irishbookday2016 collab with httxe2x80xa6,0
21, great to see our cookbook on your shelf sligofood ,0
22, shackleton launch date 23rd march ,0
23,  spending the afternoon reading through beautiful new cookbook huge congrats it's stunning x ,0
24,  the in britain is asking readers to 'share their songs about ireland' ,0
25, 5000 men applied to participate in the endurance expedition but only 56 were eventually chosen. shackleton ,0
26, simone walshe takes you on a highlight filled tour of the ould sod n ,0
27, fulltime liverpool 2 man utd 0 lfcvmufcn ,0
28, dumblane survivor describes the moment she was shot before hiding in a cupboard ,0
29, great letter to get in the post today from 9 nominations. well done team foodoscars sligo ,0
30," by endurance we conquer, the motto of shackleton's family and other facts via httxe2x80xa6",0
31, wexe2x80x99ve got plenty of opportunities for pharmacists across ireland. see how you can join us ixe2x80xa6,0
32,  lonely planet ireland a 'global trailblazer' says new edition of travel guide via ,0
33, these are all the mps who voted to force through xc2xa330 a week cuts to disability benefit ,0
34, b enjoy and here's to the next phase well done for all the stories and insights; we've enjoyed it all.,0
35, the famous women fighting to close the gender pay gap internationalwomensday ,0
36, looking to further your pr career? here are 3 jobs available this week jobfairy mediahqnews ,1
37, these are the worldxe2x80x99s best countries for women internationalwomensday,0
38,  i didn't want to leave this place ,0
39, well done we are really looking forward to state flag ceremony for secondary schools tomorrow croke park httpsxe2x80xa6,0
40,  there's another chance to see our nama investigation  tonight at 7pm on bbc two ni ,0
41,  fantastic schools' event in sligo today. well done isaa ,0
42," i looked upon the moon, / longing to knead and pull it into shape / that i might lay it on your head as a crown.",0
43, good luck to all involved in the surf intervarsities going on in strandhill today you can watch it live here. ,0
44, beautiful day in the northwest wildatlanticway sligo ,0
45, preview season opener against at the showgrounds tonight.nnread bitored https/xe2x80xa6,0
46, full house at the story telling for the sligo kids book festival xf3xbexaex97xf3xbex8cxb5 ,0
47, book your seats online for our 60th anniversary production of b. friel's translations here sligxe2x80xa6,0
48, great performance by national folk orchestra congratulations to composer michael rooney httpsxe2x80xa6,0
49," happy friday from the wildatlanticway and sligo, irelands adventurecapital ",0
50, commiserations arthritischampion we appreciate your continued support 100days ge16 ,0
51," new window display featuring annabel langrish, and more ",0
52, the ballybeg hedge school pupils from our forthcoming production of brian friel's translations in hawkswell. ,0
53,  here's the 2016 programme. check it out and get your hands on a hard copy soon ,0
54, a very special event is coming to in association with on april 2nd. ireland1916 itsligo1916 ,0
55, ucc music mooc goes global as over 1110 students register check out dr weeter ,0
56,  emory university opens seamus heaney's papers to public ,0
57, world down syndrome day in sligo ,0
58, new exhibition preliminary structures opens at hyde bridge gallery sligo ,0
59, ,0
60, grand jury report claims 2 pennsylvania roman catholic bishops helped cover up sexual abuse of hundreds of kids ,0
61, am running again for tcdseanad elections seanad16  nomination papers in today ,0
62, what a great idea for the students ge16 slsdwc  well done amp; thanks for letting me know,0
63," susan was elected in our mock poll yesterday with casserly, gallagher and macmanus maugherow ",0
64,thanks to everyone at polling stations across ge16 slsdwc for your courtesy amp; patience. it was a long day.,0
65, irish dramatist lady augusta gregory algonquinguest in 1911 also the first woman to smoke in the lobby fact ,0
66, thanks a mill. xf0x9fx98x80,0
67, . is our candidate in sligoleitrim. ge16 ,0
68,  barry o'dowd of 'oscars 2016 puts spotlight on rising irish talent and technology' on httxe2x80xa6,0
69, have you voted yet? ge16nnmake sure you get out and vote. ivoted,0
70,good ge16 nourishing lyons soup sligo  thank you as alwaysxf0x9fx98x83,0
71, tonight on outdoor pursuits on i went along to the launch of httpsxe2x80xa6,0
72, does not support privatisation of water ge16 sligoleitrim,0
73, vote susan no.1 to make her the 3rd female td for sligoleitrim since 1922 just the woman we need gets thingsdone httpsxe2x80xa6,0
74, final push by canvassing in sligo for the ge16 go susan ,0
75, good luck tomorrow ,0
76, ba big thank you to all of my supporters and to everyone who's helped me during the campaign.don't forget to vote ,0
77, many miles covered by as she campaigns in irish elections ,0
78,so lovely to chat to this morning out canvassing ,0
79, spell focusd plns for india mrkt lead by to sponsr t20 https/xe2x80xa6,0
80, having worked with her i have to agree is a great honest hardworking representative ge16 ,0
81, on eve of polling day just met first candidate / canvassers at my door during entire campaign ,0
82, amazing picture by of downpatrick head in county mayo wildatlanticway httpsxe2x80xa6,0
83, school groups of 10 or more can avail of group discounts for our production of translations in march 812xe2x80xa6,0
84, always,0
85, why not  it all adds up xf0x9fx98x83,1
86," amp; make sure you use the numbers 1,2,3. no x can be used or your vote will be spoilt ge16 slsdwc",0
87," wow, that positivity from previous operationtransformation leaders is amazing brilliant to see them continuing their jouxe2x80xa6",1
88, you can give every candidate a preference but you do not have to. you can stop at any number you wish ge16 slsdwc,1
89," if your polling card has not arrived amp; you are on the register, go to polling station amp; bring identification ge16",0
90, a slightly snowcapped benbulben by moonlight in sligo this morning. ,0
91,a few words on building sligo as a global destination for tourism and culture n slsdwc ge16,0
92,that evening canvass sun sligo. slsdwc ge16 ,0
93, how to incorporate art into the stem subjects ibackgalway ,0
94, 83 of young irish people plan to vote in fridayxe2x80x99s general election femgen ge16 ,0
95,a few words on the 8th amendmentn nrepealthe8th sligo cavan leitrim donegal ge16,0
96, delighted to be offering a bursary with once again this year. open to poets who are aged 35 and under httxe2x80xa6,0
97, last day to submit your application for emigrant support programme funding ,0
98, tanaiste joan burton wins leaders debate on social media ge16 ,0
99,  joan 'i want people to think twice. it is only labour that will deliver a referendum on the 8th amendment.,0
100, strandhill surf paradise  ireland httpsxe2x80xa6,0
101, childcare matters and needs to be on the leadersdebate agenda  100s of thousands of parents will voteforchildcare hxe2x80xa6,0
102, wild beauty mullaghmore ,0
103, governor lane will be awarded the prestigious gold medal of the royal irish academy this evening. ,0
104," an oldie, but a goodie. remembering the dice man, a slice of dublinxe2x80x99s queer history. lgbt history trailblazers ",0
105,,0
106, . presenting the programme for this year to marketing event lovedublin ,0
107,good news for student nurses; pay increase effective from march 1st ge16 slsdwc,0
108," simply stunning xf0x9fx98x8dnnloveireland mt love this living art from co. sligo, a woodland trinity knot. ",0
109, senator presents yeats memorial books at the josephine hart poetry hour ,0
110, . presents a special edition collection of poems after josephine hart hour https/xe2x80xa6,1
111," embrace your wild side. visit sligo leitrim, embrace out lit history. stay or ",0
112,"  . 'we are not a mudguard, we are the vanguard of social change in this country'  ",0
113,sligo greenway lavagh getting ready for virtual cycle. good luck. greenways important for future of sligo ,0
114, bi thought i better take a picture of a poster before they're all removed . slsdwc ge16  ,0
115," deference, patronage and secrecy . my talk to ucd students on reduction in apartment stds . thanks to foxe2x80xa6",0
116," having set up 5050northwest amp; encouraged women of all parties amp; none to get involved, you know where i standxf0x9fx98x80",0
117," it's our 60th birthday, please book for our anniversary production of translations in sligo ",0
118, the black currant cordial is exquisite. thanks,0
119, supports equality in the classroom edreform is a ge16 issue for voters all over the country ,0
120, this was it in the snow sligo ireland ,0
121,  live in sligo leitrim? check out candidate video with electwomen ge16 ,0
122, you asked.we answered 2nd day of 11 social media clinics now taking place on thurs. march 10th book here ,0
123, slsdwc ge16 lively debate. thanks to the team ,0
124,  enjoyed this evening's concert celebrating a century of irish opera amp; song. supported by ,0
125, go for susan. mal from chester,0
126, what a difference a day makes glorious nsligo looking beautiful this morning nchat at 8pm tonight nsligohour ,0
127, organising a festival for 2016  why not available of a free workshop in sligo ,0
128,looking forward to ge16 slsdwc candidate debate.,0
129,  january sets record for world's most unusually warm month ,0
130,around 50 dead as missiles hit medical centres and schools in syrian towns ,0
131, sf on dublin city council shamefully joined ff/fg/pbpa to vote against the proposal for xe2x82xac4m additional funding fxe2x80xa6,0
132, great weekend canvassing for a great candidate ge16 slsdwc solm sligo ,0
133, watching the heavens the female pioneers of science womeninstem ,0
134, garda certainly are under pressure in louth having to deal with provo crime gangs leadersdebate ge16,1
135, thank you txc3xa1naiste for nailing that one. govt does create jobs. and incredibly important ones too in public amp; private xe2x80xa6,0
