0,Text,0,0.215036616
1,Public health insurance offers citizens more choices Jacob Hacker.,1,0.977116644
2,The case for public plan.,1,0.94947052
3,"The Institute for America's Future: ""public plan choice gives Americans the opportunity to choose for themselves how they value the strengths and weaknesses of a public, Medicare-like plan and competing private health plans.""'",0,0.022765758
4,"Public insurance offers an option to uninsured and struggling Richard Kirsch, National Campaign Manager for Health Care for America Now!",1,0.998085737
5,Three Reasons for the Choice of a Public Health Insurance Plan.,1,0.991335452
6,"May 15, 2009: ""Sure, some people are satisfied with their current health insurance.",0,0.049032364
7,"But the millions of Americans who are tired of increasing costs and decreasing benefits should have the chance to opt into a program that will offer affordable, quality care, says Health Care for America Now's Richard Kirsch.""'",1,0.621728182
8,Public insurance stimulates competition in a non-competitive industry John Holahan and Linda Blumberg.,0,1.13E-04
9,Is the Public Plan Option a Necessary Part of Health Reform?,1,0.79709363
10,"Urban Institute: ""The arguments around the public plan too often ignore what we believe is the central reason for including a public plan as a component of reform: that health insurance markets today, by and large, are simply not competitive.",1,0.932282209
11,"And as such, these markets are not providing the benefits one would expect from competition, including efficient operations and consequent control over health care costs.""'",0,0.002321369
12,Divisions on public vs. private healthcare favors hybrid.,0,4.31E-04
13,Jacob Hacker.,0,0.061100069
14,The case for public plan.,1,0.94947052
15,"The Institute for America's Future: ""Perhaps that is why Americans have long been strongly supportive of public-private hybrids in health care, believing that neither the government nor private insurance should be the sole source of coverage in a reformed system.",0,0.037859991
16,"In polls, a Medicare-like program covering all Americans beats the current system hands down.",0,3.39E-05
17,"Yet Americans are even more receptive toward a mandate on employers to provide coverage.78 Historically, Americans have been deeply divided about their preferred approach to expanding health insurance.",0,0.005100979
18,"Although repeated surveys find a majority endorsing xd2national health insurancexd3 for most of the second half of the twentieth century, when asked explicitly, Americans split evenly between those who favor administration of insurance benefits by government and those who prefer subsidies for private insurers.79 Thus, Americans seem to desire a combination of both private employment-based coverage and expanded public programs.""'",0,0.077636659
19,Following majority support for public option is tyranny of majority.,0,0.002213166
20,Appeal to the majority is nothing more than tyranny of the majority and means absolutely nothing to whether a public insurance option is worth it or will even help.,0,0.018955944
21,"Just in case you don't believe this, ask yourself this... if 51% of the public thought slavery was good, would you use that as an argument for a change in equal rights' laws?""",1,0.962643325
22,"The government funds fire-stations, why not universal health care?",0,0.032794885
23,"The government taxes citizens to fund and provide numerous services universally, including policemen and firemen.",0,5.02E-04
